"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2021-07-09","13:41","경기","안산시 상록구","삼리로","경기도 안산시 상록구 사동 1608","경기도 안산시 상록구 사동 1595","29","58","21","매우좋음"
"2021-07-09","13:51","경기","안산시 상록구","감골로","경기도 안산시 상록구 사동 1212-5","경기도 안산시 상록구 사동 1444","30","57","123","보통"
"2021-07-09","14:04","경기","안산시 상록구","선진로","경기도 안산시 상록구 사동 1628","경기도 안산시 상록구 사동 1499-5","30","56","164","나쁨"
"2021-07-09","14:31","경기","안산시 상록구","이호로","경기도 안산시 상록구 본오동 1007","경기도 안산시 상록구 본오동 881-77","29","57","95","좋음"
"2021-07-09","14:41","경기","안산시 상록구","반석로","경기도 안산시 상록구 본오동 828-51","경기도 안산시 상록구 본오동 881-17","30","54","39","매우좋음"
"2021-07-09","14:52","경기","안산시 상록구","본오로","경기도 안산시 상록구 본오동 875-2","경기도 안산시 상록구 본오동 1020","30","55","20","매우좋음"
"2021-07-09","15:01","경기","안산시 상록구","샘골로","경기도 안산시 상록구 본오동 1158","경기도 안산시 상록구 본오동 881-90","29","56","187","나쁨"
"2021-07-09","10:03","경기","수원시 장안구","경수대로","경기도 수원시 장안구 파장동 108-17","경기도 수원시 장안구 연무동 161-13","27","95","14","매우좋음"
"2021-07-09","10:16","경기","수원시 팔달구","장다리로","","","28","91","86","좋음"
"2021-07-09","10:23","경기","수원시 권선구","장다리로","경기도 수원시 권선구 권선동 1069","경기도 수원시 권선구 세류동 1189","29","87","25","매우좋음"
"2021-07-09","10:32","경기","수원시 권선구","덕영대로1190번길","경기도 수원시 권선구 권선동 1337-9","경기도 수원시 권선구 권선동 1337-9","28","90","15","매우좋음"
"2021-07-09","10:35","경기","수원시 권선구","덕영대로1246번길","경기도 수원시 권선구 권선동 1337-9","경기도 수원시 권선구 권선동 1367","28","94","25","매우좋음"
"2021-07-09","10:41","경기","수원시 권선구","권광로","경기도 수원시 권선구 권선동 1280","경기도 수원시 팔달구 인계동 1145","28","89","12","매우좋음"
"2021-07-09","10:47","경기","수원시 팔달구","권광로","경기도 수원시 팔달구 인계동 1138","경기도 수원시 팔달구 우만동 25-5","29","86","18","매우좋음"
"2021-07-09","10:58","경기","수원시 팔달구","광교로","경기도 수원시 팔달구 우만동 산 51-2","경기도 수원시 팔달구 우만동 산 58-5","29","87","9","매우좋음"
"2021-07-09","11:00","경기","수원시 영통구","광교로","경기도 수원시 팔달구 우만동 1-5","경기도 수원시 영통구 이의동 1223-2","28","91","9","매우좋음"
"2021-07-09","11:12","경기","수원시 영통구","창룡대로","경기도 수원시 영통구 이의동 1374","경기도 수원시 영통구 이의동 1175-179","28","92","9","매우좋음"
"2021-07-09","11:19","경기","수원시 팔달구","창룡대로","경기도 수원시 장안구 연무동 104","경기도 수원시 팔달구 북수동 311-26","28","89","11","매우좋음"
"2021-07-09","11:28","경기","수원시 팔달구","중부대로","경기도 수원시 팔달구 중동 153","경기도 수원시 영통구 매탄동 147-3","29","89","18","매우좋음"
"2021-07-09","11:41","경기","수원시 영통구","매영로","경기도 수원시 영통구 매탄동 910","경기도 수원시 영통구 영통동 1076","29","90","20","매우좋음"
"2021-07-09","11:58","경기","수원시 영통구","청명북로","경기도 수원시 영통구 영통동 1079","경기도 수원시 영통구 영통동 1057-1","28","93","13","매우좋음"
"2021-07-09","12:09","경기","수원시 영통구","반달로","경기도 수원시 영통구 영통동 1055","경기도 수원시 영통구 영통동 1083","28","91","19","매우좋음"
"2021-07-09","12:20","경기","수원시 영통구","봉영로","경기도 수원시 영통구 영통동 1055","경기도 수원시 영통구 영통동 1055","29","91","14","매우좋음"
"2021-07-09","12:30","경기","수원시 영통구","동탄원천로","경기도 수원시 영통구 원천동 626","경기도 수원시 영통구 매탄동 1339","29","87","12","매우좋음"
"2021-07-09","12:44","경기","수원시 영통구","동탄지성로","경기도 화성시 반월동 767-6","경기도 수원시 영통구 망포동 41-35","28","92","27","매우좋음"
"2021-07-09","12:48","경기","수원시 영통구","삼성로","경기도 수원시 영통구 망포동 38-3","경기도 용인시 기흥구 영덕동 787-3","29","87","12","매우좋음"
"2021-07-09","14:04","경기","수원시 영통구","광교호수공원로","경기도 수원시 영통구 원천동 625-3","경기도 수원시 영통구 원천동 625-4","30","81","8","매우좋음"
"2021-07-09","14:13","경기","수원시 영통구","도청로","경기도 수원시 영통구 이의동 1381-30","경기도 수원시 영통구 이의동 1381-11","30","84","16","매우좋음"
"2021-07-09","10:07","경기","성남시 분당구","성남대로","경기도 성남시 분당구 야탑동 487-1","경기도 성남시 분당구 구미동 197-1","28","87","6","매우좋음"
"2021-07-09","10:44","경기","성남시 분당구","대왕판교로","경기도 성남시 분당구 금곡동 377-3","경기도 성남시 분당구 삼평동 376-52","28","89","69","좋음"
"2021-07-09","11:40","경기","성남시 분당구","탄천로","경기도 성남시 분당구 야탑동 485-4","경기도 성남시 분당구 이매동 153-2","28","85","14","매우좋음"
"2021-07-09","11:53","경기","성남시 분당구","야탑로","경기도 성남시 분당구 야탑동 552","경기도 성남시 분당구 야탑동 197-2","29","85","11","매우좋음"
"2021-07-09","12:05","경기","성남시 분당구","판교로","경기도 성남시 분당구 야탑동 197-10","경기도 성남시 분당구 하산운동 281-4","28","87","22","매우좋음"
"2021-07-09","12:27","경기","성남시 분당구","운중로","경기도 성남시 분당구 운중동 903","경기도 성남시 분당구 판교동 584-1","29","82","11","매우좋음"
"2021-07-09","12:42","경기","성남시 분당구","서판교로","경기도 성남시 분당구 판교동 512-4","경기도 성남시 분당구 판교동 512-4","29","83","11","매우좋음"
"2021-07-09","12:47","경기","성남시 분당구","판교역로","경기도 성남시 분당구 삼평동 688-3","경기도 성남시 분당구 백현동 558-2","29","84","16","매우좋음"
"2021-07-09","12:59","경기","성남시 분당구","양현로","경기도 성남시 분당구 서현동 280-4","경기도 성남시 분당구 야탑동 327-1","29","83","20","매우좋음"
"2021-07-09","13:22","경기","성남시 분당구","여수울로","경기도 성남시 중원구 여수동 606","경기도 성남시 중원구 여수동 606","29","84","22","매우좋음"
"2021-07-09","13:29","경기","성남시 분당구","장미로","경기도 성남시 분당구 야탑동 488-2","경기도 성남시 분당구 야탑동 488-5","29","86","19","매우좋음"
"2021-07-09","13:45","경기","성남시 분당구","매화로","경기도 성남시 분당구 야탑동 327-1","경기도 성남시 분당구 야탑동 198-1","29","85","21","매우좋음"
"2021-07-09","13:56","경기","성남시 분당구","동판교로","경기도 성남시 수정구 사송동 339","경기도 성남시 분당구 백현동 556-3","30","81","12","매우좋음"
"2021-07-09","10:08","경기","군포시","송부로","경기도 의왕시 삼동 481-28","경기도 군포시 도마교동 64-2","27","97","127","보통"
"2021-07-09","10:28","경기","군포시","호수로","경기도 군포시 둔대동 산 109-3","경기도 군포시 대야미동 681","27","100","99","좋음"
"2021-07-09","10:41","경기","군포시","삼성로","경기도 군포시 부곡동 258-15","경기도 군포시 당동 1042","27","100","5","매우좋음"
"2021-07-09","10:46","경기","군포시","군포로","경기도 군포시 당동 587-4","경기도 군포시 산본동 52","28","95","21","매우좋음"
"2021-07-09","11:01","경기","군포시","고산로","경기도 군포시 산본동 52","경기도 군포시 당정동 440-7","28","94","19","매우좋음"
"2021-07-09","11:27","경기","군포시","공단로140번길","경기도 군포시 당정동 174-13","경기도 군포시 당정동 1097","28","93","23","매우좋음"
"2021-07-09","11:35","경기","군포시","산본로","경기도 군포시 당정동 126-6","경기도 군포시 산본동 1201","28","93","6","매우좋음"
"2021-07-09","11:56","경기","군포시","금산로","경기도 군포시 산본동 300","경기도 군포시 금정동 811","28","95","8","매우좋음"
"2021-07-09","12:05","경기","군포시","번영로","경기도 군포시 금정동 810","경기도 군포시 금정동 901","28","94","17","매우좋음"
"2021-07-09","12:12","경기","군포시","오금로","경기도 군포시 금정동 902","경기도 군포시 금정동 891","28","95","15","매우좋음"
"2021-07-09","12:19","경기","군포시","금당로","경기도 군포시 금정동 891","경기도 군포시 당동 1008","28","95","9","매우좋음"
"2021-07-09","12:27","경기","군포시","산본천로","경기도 군포시 산본동 1228","경기도 군포시 산본동 104","28","93","10","매우좋음"
"2021-07-09","12:43","경기","군포시","광정로","경기도 군포시 산본동 1223","경기도 군포시 금정동 898","29","89","10","매우좋음"
"2021-07-09","12:53","경기","군포시","공단로","경기도 군포시 당정동 638-7","경기도 군포시 금정동 608-18","29","90","28","매우좋음"
"2021-07-09","13:03","경기","군포시","엘에스로","경기도 안양시 동안구 호계동 1030","경기도 군포시 산본동 1037","29","85","8","매우좋음"
"2021-07-12","10:08","서울","서초구","강남대로","서울특별시 서초구 잠원동 87","서울특별시 서초구 서초동 1375","29","69","13","매우좋음"
"2021-07-12","10:30","서울","서초구","서운로","서울특별시 서초구 서초동 1376","서울특별시 서초구 서초동 1379","29","69","18","매우좋음"
"2021-07-12","10:43","서울","서초구","사평대로","서울특별시 서초구 반포동 749-35","서울특별시 서초구 방배동 1302","29","68","10","매우좋음"
"2021-07-12","10:53","서울","서초구","신반포로","서울특별시 서초구 반포동 1321","서울특별시 서초구 잠원동 99","29","69","16","매우좋음"
"2021-07-12","11:16","서울","서초구","잠원로","서울특별시 서초구 잠원동 78","서울특별시 서초구 반포동 20-19","29","68","11","매우좋음"
"2021-07-12","11:22","서울","서초구","서초중앙로","서울특별시 서초구 반포동 128-7","서울특별시 서초구 서초동 1748-48","29","69","22","매우좋음"
"2021-07-12","11:35","서울","서초구","반포대로","서울특별시 서초구 서초동 1451-130","서울특별시 서초구 반포동 128-4","29","69","9","매우좋음"
"2021-07-12","11:56","서울","서초구","방배로","서울특별시 서초구 방배동 805","서울특별시 서초구 방배동 1033-2","30","68","9","매우좋음"
"2021-07-12","12:08","서울","서초구","효령로","서울특별시 서초구 방배동 504-1","서울특별시 서초구 서초동 1374","30","67","10","매우좋음"
"2021-07-12","12:31","서울","서초구","서초대로","서울특별시 강남구 역삼동 858","서울특별시 서초구 서초동 1748-8","31","61","7","매우좋음"
"2021-07-12","12:37","서울","서초구","명달로","서울특별시 서초구 서초동 1748-65","서울특별시 서초구 서초동 1748-52","31","62","4","매우좋음"
"2021-07-12","12:45","서울","서초구","사임당로","서울특별시 서초구 서초동 1582-1","서울특별시 서초구 서초동 1374","31","62","14","매우좋음"
"2021-07-12","12:57","서울","서초구","고무래로","서울특별시 서초구 반포동 120-5","서울특별시 서초구 반포동 58-18","31","60","6","매우좋음"
"2021-07-12","13:10","서울","서초구","동작대로","서울특별시 동작구 동작동 86-13","서울특별시 동작구 사당동 588-44","32","59","8","매우좋음"
"2021-07-12","13:19","서울","서초구","남부순환로","서울특별시 서초구 방배동 504-1","서울특별시 서초구 서초동 1376","31","62","9","매우좋음"
"2021-07-12","13:31","서울","서초구","논현로","서울특별시 강남구 도곡동 207","서울특별시 서초구 양재동 403","32","57","9","매우좋음"
"2021-07-12","13:39","서울","서초구","양재대로","서울특별시 강남구 개포동 1277","서울특별시 서초구 우면동 382-1","33","56","19","매우좋음"
"2021-07-12","10:20","경기","수원시 영통구","청명로","경기도 수원시 영통구 영통동 996-2","경기도 수원시 영통구 영통동 1087","28","100","24","매우좋음"
"2021-07-12","10:22","경기","수원시 영통구","덕영대로","경기도 수원시 영통구 영통동 1069","경기도 수원시 영통구 망포동 38-3","27","100","10","매우좋음"
"2021-07-12","10:32","경기","수원시 권선구","덕영대로","경기도 수원시 영통구 망포동 770-6","경기도 수원시 팔달구 매산로1가 91-1","29","100","18","매우좋음"
"2021-07-12","10:45","경기","수원시 팔달구","매산로","경기도 수원시 팔달구 매산로1가 104","경기도 수원시 팔달구 교동 222","29","100","12","매우좋음"
"2021-07-12","10:58","경기","수원시 권선구","세권로","경기도 수원시 권선구 세류동 1179","경기도 수원시 권선구 권선동 1302-2","29","100","25","매우좋음"
"2021-07-12","11:13","경기","수원시 팔달구","권중로","경기도 수원시 권선구 권선동 1278","경기도 수원시 권선구 권선동 1280-1","28","100","48","매우좋음"
"2021-07-12","11:28","경기","수원시 팔달구","정조로","경기도 수원시 팔달구 매교동 283-28","경기도 수원시 팔달구 북수동 1-2","29","99","42","매우좋음"
"2021-07-12","11:37","경기","수원시 장안구","정조로","경기도 수원시 장안구 영화동 357","경기도 수원시 장안구 송죽동 465","29","98","16","매우좋음"
"2021-07-12","11:44","경기","수원시 장안구","수일로","경기도 수원시 장안구 송죽동 64-2","경기도 수원시 장안구 조원동 867","29","99","38","매우좋음"
"2021-07-12","11:53","경기","수원시 장안구","광교산로","경기도 수원시 장안구 하광교동 산 57-36","경기도 수원시 장안구 영화동 107-7","29","100","48","매우좋음"
"2021-07-12","12:05","경기","수원시 팔달구","팔달로","경기도 수원시 팔달구 화서동 21-2","경기도 수원시 팔달구 고등동 267-45","30","95","12","매우좋음"
"2021-07-12","13:09","경기","수원시 장안구","일월로","경기도 수원시 장안구 율전동 470-18","경기도 수원시 장안구 천천동 424-1","31","90","12","매우좋음"
"2021-07-12","13:11","경기","수원시 장안구","정자천로","경기도 수원시 팔달구 화서동 712","경기도 수원시 장안구 정자동 897","31","89","28","매우좋음"
"2021-07-12","13:20","경기","수원시 팔달구","화산로","경기도 수원시 팔달구 화서동 741-9","경기도 수원시 팔달구 화서동 712-1","31","86","42","매우좋음"
"2021-07-12","13:28","경기","수원시 장안구","덕영대로","경기도 수원시 팔달구 화서동 695-1","경기도 수원시 장안구 율전동 557-28","32","83","40","매우좋음"
"2021-07-12","13:42","경기","수원시 장안구","상률로","경기도 수원시 장안구 율전동 544-2","경기도 수원시 장안구 천천동 578-16","31","83","34","매우좋음"
"2021-07-12","13:46","경기","수원시 장안구","천천로","경기도 수원시 장안구 이목동 403-5","경기도 수원시 장안구 정자동 932","32","84","21","매우좋음"
"2021-07-12","13:59","경기","수원시 팔달구","대평로","경기도 수원시 장안구 정자동 490","경기도 수원시 장안구 정자동 905","32","78","28","매우좋음"
"2021-07-12","14:08","경기","수원시 장안구","만석로","경기도 수원시 장안구 정자동 933","경기도 수원시 장안구 송죽동 65-1","33","78","29","매우좋음"
"2021-07-12","14:23","경기","수원시 장안구","송원로","경기도 수원시 장안구 조원동 681-68","경기도 수원시 장안구 송죽동 350-1","32","78","54","좋음"
"2021-07-12","14:33","경기","수원시 장안구","송정로","경기도 수원시 장안구 송죽동 389-54","경기도 수원시 장안구 송죽동 417-18","32","78","25","매우좋음"
"2021-07-12","10:14","경기","성남시 수정구","여수대로","경기도 성남시 중원구 여수동 254-4","경기도 성남시 수정구 시흥동 201-8","29","98","20","매우좋음"
"2021-07-12","10:24","경기","성남시 수정구","대왕판교로","경기도 성남시 수정구 시흥동 281-21","경기도 성남시 수정구 신촌동 119-2","29","96","5","매우좋음"
"2021-07-12","10:42","경기","성남시 수정구","성남대로","서울특별시 송파구 장지동 596-7","경기도 성남시 수정구 수진동 4808","29","94","30","매우좋음"
"2021-07-12","10:52","경기","성남시 중원구","성남대로","경기도 성남시 중원구 성남동 1576","경기도 성남시 중원구 여수동 254-4","30","94","3","매우좋음"
"2021-07-12","11:03","경기","성남시 중원구","돌마로","경기도 성남시 중원구 하대원동 458","경기도 성남시 중원구 도촌동 426-1","28","99","2","매우좋음"
"2021-07-12","11:08","경기","성남시 중원구","도촌남로","경기도 성남시 중원구 도촌동 412-8","경기도 성남시 중원구 도촌동 648","28","99","6","매우좋음"
"2021-07-12","11:19","경기","성남시 중원구","희망로","경기도 성남시 분당구 야탑동 489-2","경기도 성남시 수정구 산성동 2222","29","95","11","매우좋음"
"2021-07-12","11:41","경기","성남시 수정구","헌릉로","경기도 성남시 수정구 산성동 2217","서울특별시 송파구 장지동 579","30","93","7","매우좋음"
"2021-07-12","12:18","경기","성남시 수정구","탄천로","경기도 성남시 수정구 복정동 446-9","경기도 성남시 수정구 둔전동 216","31","89","42","매우좋음"
"2021-07-12","12:31","경기","성남시 수정구","수정로","경기도 성남시 수정구 수진동 4689","경기도 성남시 수정구 양지동 880","31","83","16","매우좋음"
"2021-07-12","12:55","경기","성남시 중원구","순환로","경기도 성남시 중원구 상대원동 68","경기도 성남시 중원구 상대원동 440-2","30","88","9","매우좋음"
"2021-07-12","13:01","경기","성남시 중원구","사기막골로","경기도 성남시 중원구 상대원동 297-2","경기도 성남시 중원구 상대원동 161-1","31","85","22","매우좋음"
"2021-07-12","13:08","경기","성남시 중원구","둔촌대로","경기도 성남시 중원구 상대원동 344-3","경기도 성남시 중원구 성남동 1766","32","82","26","매우좋음"
"2021-07-12","13:25","경기","성남시 중원구","산성대로","경기도 성남시 중원구 성남동 1754","경기도 성남시 중원구 은행동 531","32","78","14","매우좋음"
"2021-07-12","13:47","경기","성남시 중원구","광명로","경기도 성남시 중원구 금광동 2470-6","경기도 성남시 중원구 중앙동 1372","31","81","21","매우좋음"
"2021-07-12","13:56","경기","성남시 중원구","시민로","경기도 성남시 수정구 신흥동 6949","경기도 성남시 중원구 하대원동 282","33","71","20","매우좋음"
"2021-07-12","14:09","경기","성남시 중원구","제일로","경기도 성남시 중원구 하대원동 266","경기도 성남시 중원구 성남동 1357","34","70","10","매우좋음"
"2021-07-12","14:15","경기","성남시 수정구","제일로","경기도 성남시 수정구 수진동 2677-1","경기도 성남시 수정구 태평동 1","34","68","11","매우좋음"
"2021-07-12","14:28","경기","성남시 중원구","공원로","경기도 성남시 수정구 태평동 1","경기도 성남시 수정구 신흥동 2467","33","70","16","매우좋음"
"2021-07-12","10:13","서울","중랑구","신내역로","서울특별시 중랑구 신내동 256-29","서울특별시 중랑구 신내동 63-7","28","99","10","매우좋음"
"2021-07-12","10:23","서울","중랑구","용마산로","서울특별시 중랑구 신내동 71-37","서울특별시 중랑구 면목동 1347-1","30","96","13","매우좋음"
"2021-07-12","10:48","서울","중랑구","동일로","서울특별시 중랑구 면목동 715-4","서울특별시 중랑구 묵동 269-1","30","91","12","매우좋음"
"2021-07-12","11:06","서울","중랑구","중랑천로","서울특별시 중랑구 묵동 189-1","서울특별시 중랑구 면목동 295-6","30","94","6","매우좋음"
"2021-07-12","11:19","서울","중랑구","겸재로","서울특별시 중랑구 면목동 295-6","서울특별시 중랑구 면목동 49-15","30","92","10","매우좋음"
"2021-07-12","11:28","서울","중랑구","봉우재로","서울특별시 중랑구 망우동 534-24","서울특별시 중랑구 면목동 294-27","30","91","10","매우좋음"
"2021-07-12","11:40","서울","중랑구","망우로","서울특별시 중랑구 상봉동 160-13","서울특별시 중랑구 망우동 산 52-4","30","90","22","매우좋음"
"2021-07-12","12:00","서울","중랑구","봉화산로","서울특별시 중랑구 신내동 379-5","서울특별시 중랑구 중화동 50-11","30","95","6","매우좋음"
"2021-07-12","12:16","서울","중랑구","숙선옹주로","서울특별시 중랑구 묵동 198-7","서울특별시 중랑구 묵동 20-3","30","96","13","매우좋음"
"2021-07-12","12:21","서울","중랑구","신내로","서울특별시 중랑구 묵동 30","서울특별시 중랑구 망우동 534-6","30","95","6","매우좋음"
"2021-07-12","12:32","서울","중랑구","상봉로","서울특별시 중랑구 상봉동 160-2","서울특별시 중랑구 면목동 49-5","31","91","9","매우좋음"
"2021-07-12","12:38","서울","중랑구","사가정로","서울특별시 중랑구 면목동 524-33","서울특별시 중랑구 면목동 284-19","32","84","6","매우좋음"
"2021-07-12","12:47","서울","중랑구","면목천로","서울특별시 중랑구 면목동 1509-5","서울특별시 중랑구 면목동 1503-17","31","86","6","매우좋음"
"2021-07-13","10:05","서울","관악구","난곡로","서울특별시 관악구 신림동 산 87-16","서울특별시 관악구 신림동 502","30","64","20","매우좋음"
"2021-07-13","10:24","서울","관악구","신사로","서울특별시 관악구 신림동 1675","서울특별시 관악구 신림동 1467-15","31","58","50","매우좋음"
"2021-07-13","10:32","서울","관악구","봉천로","서울특별시 관악구 신림동 1467-15","서울특별시 관악구 봉천동 1693-66","31","57","21","매우좋음"
"2021-07-13","10:55","서울","관악구","낙성대로","서울특별시 관악구 봉천동 244","서울특별시 관악구 봉천동 1693-38","30","61","19","매우좋음"
"2021-07-13","11:09","서울","관악구","은천로","서울특별시 관악구 봉천동 793","서울특별시 관악구 봉천동 982-5","32","55","16","매우좋음"
"2021-07-13","11:21","서울","관악구","신림로","서울특별시 관악구 신림동 1467-7","서울특별시 관악구 신림동 150-38","33","54","21","매우좋음"
"2021-07-13","11:52","서울","관악구","관악로","서울특별시 관악구 봉천동 1693-30","서울특별시 동작구 상도동 124","32","58","18","매우좋음"
"2021-07-13","12:02","서울","관악구","성현로","서울특별시 관악구 봉천동 1703-2","서울특별시 관악구 봉천동 1718-10","31","57","10","매우좋음"
"2021-07-13","12:06","서울","관악구","양녕로","서울특별시 관악구 봉천동 1718-11","서울특별시 관악구 봉천동 976-5","31","59","17","매우좋음"
"2021-07-13","12:15","서울","관악구","쑥고개로","서울특별시 관악구 봉천동 1693-29","서울특별시 관악구 신림동 94-304","32","54","19","매우좋음"
"2021-07-13","12:29","서울","관악구","호암로","서울특별시 관악구 신림동 328-1062","서울특별시 관악구 신림동 289-3","31","62","12","매우좋음"
"2021-07-13","13:18","서울","관악구","문성로","서울특별시 관악구 신림동 808-263","서울특별시 관악구 신림동 산 201-10","32","56","40","매우좋음"
"2021-07-13","13:28","서울","관악구","남부순환로","서울특별시 금천구 독산동 996","서울특별시 관악구 남현동 1130-1","33","53","19","매우좋음"
"2021-07-13","13:49","서울","관악구","과천대로","서울특별시 관악구 남현동 1060-12","서울특별시 관악구 남현동 산 93-10","34","51","15","매우좋음"
"2021-07-13","14:03","서울","서초구","태봉로","서울특별시 서초구 우면동 435-2","서울특별시 서초구 우면동 23-14","34","52","15","매우좋음"
"2021-07-13","14:11","서울","서초구","바우뫼로","서울특별시 서초구 우면동 71-2","서울특별시 서초구 양재동 4-19","33","55","21","매우좋음"
"2021-07-13","14:36","서울","서초구","매헌로","서울특별시 서초구 양재동 238","서울특별시 서초구 양재동 217-3","32","56","34","매우좋음"
"2021-07-13","14:50","서울","서초구","헌릉로","서울특별시 서초구 양재동 238-1","서울특별시 서초구 내곡동 1-3022","33","54","18","매우좋음"
"2021-07-13","13:56","부산","기장군","산단로","부산광역시 기장군 정관읍 예림리 1088","부산광역시 기장군 정관읍 모전리 784","32","70","27","매우좋음"
"2021-07-13","14:31","부산","금정구","중앙대로","부산광역시 금정구 두구동 1301-11","부산광역시 금정구 장전동 643-55","32","68","4","매우좋음"
"2021-07-13","14:58","부산","동래구","중앙대로","부산광역시 금정구 장전동 645-26","부산광역시 동래구 온천동 1470","32","72","2","매우좋음"
"2021-07-13","15:17","부산","동래구","충렬대로","부산광역시 동래구 온천동 1470","부산광역시 해운대구 재송동 1232","32","70","1","매우좋음"
"2021-07-13","15:47","부산","동래구","반송로","부산광역시 금정구 서동 241","부산광역시 동래구 안락동 473","32","71","4","매우좋음"
"2021-07-13","14:17","충남","홍성군","충남대로","충청남도 홍성군 홍북읍 신경리 1905","충청남도 홍성군 홍북읍 신경리 1909","31","62","26","매우좋음"
"2021-07-13","14:22","충남","홍성군","홍예로","충청남도 홍성군 홍북읍 신경리 1925","충청남도 홍성군 홍북읍 신경리 1927","31","64","22","매우좋음"
"2021-07-13","14:25","충남","홍성군","용봉로","충청남도 홍성군 홍북읍 신경리 1912","충청남도 홍성군 홍북읍 신경리 1910","31","63","241","매우나쁨"
"2021-07-13","14:29","충남","홍성군","신대로","충청남도 홍성군 홍북읍 신경리 1906","충청남도 홍성군 홍북읍 신경리 1982","31","63","16","매우좋음"
"2021-07-13","14:37","충남","홍성군","청사로","충청남도 홍성군 홍북읍 신경리 1911","충청남도 홍성군 홍북읍 신경리 1919","31","64","42","매우좋음"
"2021-07-13","14:41","충남","홍성군","의향로","충청남도 예산군 삽교읍 목리 967","충청남도 홍성군 홍북읍 신경리 1917","31","63","21","매우좋음"
"2021-07-13","14:54","충남","홍성군","도청대로","충청남도 홍성군 홍성읍 내법리 405-3","충청남도 홍성군 홍성읍 소향리 53-6","32","60","14","매우좋음"
"2021-07-13","15:08","충남","홍성군","남장로","충청남도 홍성군 홍성읍 고암리 673-12","충청남도 홍성군 홍성읍 옥암리 271-8","32","63","10","매우좋음"
"2021-07-13","15:10","충남","홍성군","충서로","충청남도 홍성군 홍성읍 옥암리 241-1","충청남도 홍성군 홍성읍 대교리 67-11","32","62","44","매우좋음"
"2021-07-13","15:40","충남","예산군","아리랑로","충청남도 예산군 예산읍 주교리 221-48","충청남도 예산군 예산읍 예산리 597-7","32","61","67","좋음"
"2021-07-13","15:50","충남","예산군","군청로","충청남도 예산군 예산읍 예산리 810","충청남도 예산군 예산읍 산성리 631","32","63","38","매우좋음"
"2021-07-13","15:53","충남","예산군","금오대로","충청남도 예산군 예산읍 산성리 93-1","충청남도 예산군 예산읍 산성리 882","32","62","54","좋음"
"2021-07-13","15:59","충남","예산군","벚꽃로","충청남도 예산군 예산읍 발연리 115-2","충청남도 예산군 예산읍 주교리 137-1","32","63","64","좋음"
"2021-07-13","10:02","경기","수원시 권선구","서수원로","경기도 수원시 권선구 금곡동 804-3","경기도 수원시 권선구 오목천동 4-3","31","86","16","매우좋음"
"2021-07-13","10:18","경기","수원시 권선구","호매실로","경기도 수원시 권선구 고색동 893-74","경기도 수원시 권선구 호매실동 1434","31","85","46","매우좋음"
"2021-07-13","10:29","경기","수원시 권선구","칠보로","경기도 수원시 권선구 호매실동 1429","경기도 수원시 권선구 금곡동 784-2","32","82","14","매우좋음"
"2021-07-13","10:34","경기","수원시 권선구","금곡로","경기도 수원시 권선구 금곡동 1155","경기도 수원시 권선구 금곡동 1160","31","83","15","매우좋음"
"2021-07-13","10:43","경기","수원시 권선구","매실로","경기도 수원시 권선구 호매실동 4-6","경기도 수원시 권선구 호매실동 462-10","32","81","48","매우좋음"
"2021-07-13","10:45","경기","수원시 권선구","매곡로","경기도 수원시 권선구 호매실동 1429-1","경기도 수원시 권선구 금곡동 1162","31","81","66","좋음"
"2021-07-13","10:50","경기","수원시 권선구","금호로","경기도 수원시 권선구 금곡동 222-4","경기도 수원시 권선구 서둔동 244-6","32","83","12","매우좋음"
"2021-07-13","10:59","경기","수원시 권선구","서부로","경기도 수원시 권선구 구운동 215-10","경기도 수원시 권선구 오목천동 721-1","32","78","16","매우좋음"
"2021-07-13","11:23","경기","수원시 권선구","오목천로","경기도 수원시 권선구 오목천동 212-17","경기도 수원시 권선구 고색동 433-3","32","80","15","매우좋음"
"2021-07-13","11:45","경기","수원시 권선구","매송고색로","경기도 수원시 권선구 평동 48-38","경기도 수원시 권선구 오목천동 산 28-2","33","75","13","매우좋음"
"2021-07-13","12:00","경기","수원시 권선구","권선로","경기도 수원시 권선구 호매실동 1436-1","경기도 수원시 권선구 권선동 1183","34","73","18","매우좋음"
"2021-07-13","12:19","경기","수원시 영통구","권선로","경기도 수원시 영통구 매탄동 1190","경기도 수원시 영통구 신동 507-19","34","71","15","매우좋음"
"2021-07-13","13:23","경기","수원시 영통구","영통로","경기도 수원시 영통구 망포동 568-3","경기도 수원시 영통구 영통동 1057-1","33","73","18","매우좋음"
"2021-07-13","13:47","경기","수원시 영통구","월드컵로","경기도 수원시 영통구 원천동 625-2","경기도 수원시 영통구 원천동 11-31","33","75","19","매우좋음"
"2021-07-13","13:54","경기","수원시 팔달구","월드컵로","경기도 수원시 팔달구 우만동 산 77-8","경기도 수원시 팔달구 우만동 264","33","75","23","매우좋음"
"2021-07-13","10:33","서울","중구","퇴계로","서울특별시 중구 남대문로5가 520","서울특별시 중구 신당동 99","31","85","22","매우좋음"
"2021-07-13","10:51","서울","중구","난계로","서울특별시 성동구 하왕십리동 999-276","서울특별시 성동구 상왕십리동 16-4","31","85","12","매우좋음"
"2021-07-13","11:05","서울","중구","다산로","서울특별시 중구 흥인동 163-1","서울특별시 중구 신당동 369-2","31","85","27","매우좋음"
